productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCounterplus,extLife
455802,Yamato (Tournament Pack Vol. 1),Yamato Tournament Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455802_200w.jpg,68,17675,https://cpt.tcgcsv.com/3lG5,2022-12-05T14:14:17.633,1,PR,P-008,[Activate: Main] <strong>You may rest this Character:</strong> Rest 1 of your opponent's Characters with a cost of 2 or less.,Green,Character,3,5000,Wano Country,Strike,1.0,2.5,25.0,1.55,,Normal,,
455804,Trafalgar Law (Tournament Pack Vol. 1),Trafalgar Law Tournament Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455804_200w.jpg,68,17675,https://cpt.tcgcsv.com/6lG5,2022-12-05T14:14:07.863,1,PR,P-009,"[On Play] If your opponent has 6 or more cards in their hand, your opponent adds 1 card from their Life area to their hand.",Blue,Character,6,7000,Heart Pirates;Supernovas,Slash,2.0,3.64,21.5,2.55,,Normal,,
455805,Kaido (Tournament Pack Vol. 1),Kaido Tournament Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455805_200w.jpg,68,17675,https://cpt.tcgcsv.com/7lG5,2022-12-05T14:13:17.217,1,PR,P-010,[End of Your Turn] Add 1 DON!! card from your DON!! deck and set it as active.,Purple,Character,8,9000,Animal Kingdom Pirates;The Four Emperors,Special,1.74,2.61,29.99,1.93,,Normal,,
455814,Usopp - OP01-004 (Treasure Cup),Usopp OP01 004 Treasure Cup,https://tcgplayer-cdn.tcgplayer.com/product/455814_200w.jpg,68,17675,https://cpt.tcgcsv.com/jlG5,2023-02-06T19:41:44.827,1,PR,OP01-004,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.,Red,Character,2,3000,Straw Hat Crew,Ranged,380.0,399.94,406.93,380.99,,Foil,2000,
455815,Tony Tony.Chopper - ST01-006 (Treasure Cup),Tony TonyChopper ST01 006 Treasure Cup,https://tcgplayer-cdn.tcgplayer.com/product/455815_200w.jpg,68,17675,https://cpt.tcgcsv.com/klG5,2023-02-06T19:41:48.773,1,PR,ST01-006,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,1,1000,Animal;Straw Hat Crew,Strike,125.0,161.82,500.0,161.82,,Normal,,
455816,Roronoa Zoro - ST01-013 (Treasure Cup),Roronoa Zoro ST01 013 Treasure Cup,https://tcgplayer-cdn.tcgplayer.com/product/455816_200w.jpg,68,17675,https://cpt.tcgcsv.com/llG5,2023-02-06T19:44:05.067,1,PR,ST01-013,[DON!! x1] This Character gains +1000 power.,Red,Character,3,5000,Straw Hat Crew;Supernovas,Slash,,,,,,,,
455819,Portgas.D.Ace (Event Pack Vol. 1),PortgasDAce Event Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455819_200w.jpg,68,17675,https://cpt.tcgcsv.com/plG5,2023-02-06T19:45:19.297,1,PR,P-028,[Double Attack] <em>(This card deals 2 damage.)</em>,Red,Character,5,6000,Whitebeard Pirates,Special,18.8,22.5,63.79,21.06,,Foil,,
455820,Bartolomeo (Event Pack Vol. 1),Bartolomeo Event Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455820_200w.jpg,68,17675,https://cpt.tcgcsv.com/qlG5,2023-02-06T19:45:16.017,1,PR,P-029,"[End of your Turn] <strong>You may rest this Character:</strong> Set up to 1 of your ""FILM"" type Characters other than [Bartolomeo] as active.",Green,Character,2,3000,Barto Club Pirates;Film;Supernovas,Special,1.25,4.6,99.99,3.62,,Foil,1000,
455823,Jinbe (Event Pack Vol. 1),Jinbe Event Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455823_200w.jpg,68,17675,https://cpt.tcgcsv.com/tlG5,2023-02-06T19:45:12.08,1,PR,P-030,[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,Blue,Character,4,5000,Fish-Man;The Seven Warlords of the Sea;The Sun Pirates,Strike,2.25,4.42,84.55,4.25,,Foil,1000,
455824,Uta (Event Pack Vol. 1),Uta Event Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455824_200w.jpg,68,17675,https://cpt.tcgcsv.com/vlG5,2023-02-06T19:45:08.583,1,PR,P-031,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.,Purple,Character,5,6000,Film,Special,6.22,9.06,79.0,6.26,,Foil,,
455825,Sengoku (Event Pack Vol. 1),Sengoku Event Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/455825_200w.jpg,68,17675,https://cpt.tcgcsv.com/wlG5,2023-02-06T19:45:05.067,1,PR,P-032,[DON!! x1] [Your Turn] Give all of your opponent's Characters -2 cost.,Black,Character,5,6000,Navy,Wisdom,7.36,17.6,99.0,7.56,,Foil,,
457013,Tournament Pack Vol. 1,Tournament Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457013_200w.jpg,68,17675,https://cpt.tcgcsv.com/hQG5,2023-10-13T18:49:32.54,1,,,,,,,,,,14.99,24.09,100.0,10.46,,Normal,,
457017,Winner Pack Vol. 1,Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457017_200w.jpg,68,17675,https://cpt.tcgcsv.com/mQG5,2023-10-13T18:53:47.787,1,,,,,,,,,,33.99,35.0,77.99,23.26,,Normal,,
457018,Monkey.D.Luffy - P-006 (Winner Pack Vol. 1),MonkeyDLuffy P 006 Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457018_200w.jpg,68,17675,https://cpt.tcgcsv.com/nQG5,2022-12-05T14:31:07.7,1,PR,P-006,[DON!! x2] [Your Turn] This Character gains +2000 power.,Red,Character,3,3000,Straw Hat Crew;Supernovas,Strike,13.76,17.18,100.0,19.68,,Normal,2000,
457019,Monkey.D.Luffy - P-007 (Winner Pack Vol. 1),MonkeyDLuffy P 007 Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457019_200w.jpg,68,17675,https://cpt.tcgcsv.com/pQG5,2022-12-05T14:32:19.977,1,PR,P-007,"[DON!! x1] This Character cannot be K.O.'d in battle by ""Strike"" attribute Leaders or Characters.",Red,Character,4,5000,Straw Hat Crew;Supernovas,Strike,5.62,7.65,49.99,5.54,,Normal,1000,
457021,Yamato - P-008 (Winner Pack Vol. 1),Yamato P 008 Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457021_200w.jpg,68,17675,https://cpt.tcgcsv.com/rQG5,2022-12-05T14:34:56.14,1,PR,P-008,[Activate:Main] <strong>You may rest this Character:</strong> Rest 1 of your opponent's Characters with a cost of 2 or less.,Green,Character,3,5000,Land of Wano,Strike,7.91,10.59,47.99,9.9,,Normal,,
457023,Trafalgar Law - P-009 (Winner Pack Vol. 1),Trafalgar Law P 009 Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457023_200w.jpg,68,17675,https://cpt.tcgcsv.com/tQG5,2022-12-05T14:47:03.907,1,PR,P-009,"[On Play] If your opponent has 6 or more cards in their hand, your opponent adds 1 card from their Life area to their hand.",Blue,Character,6,7000,Heart Pirates;Supernovas,Slash,5.44,7.24,75.0,6.42,,Normal,,
457024,Kaido - P-010 (Winner Pack Vol. 1),Kaido P 010 Winner Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/457024_200w.jpg,68,17675,https://cpt.tcgcsv.com/vQG5,2022-12-05T14:50:02.21,1,PR,P-010,[End of Your Turn] Add 1 DON!! card from your DON!! deck and set it as active.,Purple,Character,8,9000,Animal Kingdom Pirates;The Four Emperors,Special,4.5,6.15,50.0,5.63,,Normal,,
457025,Uta (One Piece Film Red),Uta One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457025_200w.jpg,68,17675,https://cpt.tcgcsv.com/wQG5,2022-12-05T14:56:55.383,1,PR,P-011,[Activate:Main] [Once Per Turn] (1) <em>(You may rest the specified number of DON!! cards in your cost area)</em>: Up to 1 of your Characters with no base effect gains +2000 power during this turn.,Red,Leader,,5000,Film,Special,0.41,0.78,3.2,0.64,,Normal,,5
457026,Jellyfish Pirates (One Piece Film Red),Jellyfish Pirates One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457026_200w.jpg,68,17675,https://cpt.tcgcsv.com/xQG5,2022-12-05T16:01:58.31,1,PR,P-012,,Red,Character,3,5000,Film;Jellyfish Pirates,Special,0.1,0.3,1.38,0.27,,Normal,1000,
457027,Gordon (One Piece Film Red),Gordon One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457027_200w.jpg,68,17675,https://cpt.tcgcsv.com/zQG5,2022-12-05T16:04:59.703,1,PR,P-013,[Activate:Main] <strong>You may place this Character at the bottom of the owner's deck:</strong> Give up to 1 of your opponent's Characters -3000 power during this turn.,Red,Character,1,2000,Film,Wisdom,2.75,5.0,63.85,3.49,,Normal,,
457029,Koby (One Piece Film Red),Koby One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457029_200w.jpg,68,17675,https://cpt.tcgcsv.com/CQG5,2022-12-05T16:06:29.337,1,PR,P-014,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[Trigger] Play this card.",Red,Character,3,3000,Film;Navy,Strike,0.1,0.44,20.0,0.28,,Normal,,
457031,Sunny-Kun (One Piece Film Red),Sunny Kun One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457031_200w.jpg,68,17675,https://cpt.tcgcsv.com/FQG5,2022-12-05T16:07:37.57,1,PR,P-015,,Red,Character,1,3000,Film;Straw Hat Crew,Wisdom,0.5,0.99,11.0,0.69,,Normal,1000,
457032,Shanks (One Piece Film Red),Shanks One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457032_200w.jpg,68,17675,https://cpt.tcgcsv.com/GQG5,2022-12-05T16:08:55.32,1,PR,P-016,,Red,Character,8,10000,Film;The Four Emperors;Red-Haired Pirates,Slash,0.65,1.0,5.0,0.82,,Normal,1000,
457033,Trafalgar Law (One Piece Film Red),Trafalgar Law One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457033_200w.jpg,68,17675,https://cpt.tcgcsv.com/HQG5,2022-12-05T16:09:57.667,1,PR,P-017,[On Play] Give up to 1 of your opponent's Characters -2000 power during this turn.,Red,Character,4,5000,Film;Heart Pirates;Supernovas,Slash,0.35,1.0,33.75,0.49,,Normal,1000,
457034,Bartolomeo (One Piece Film Red),Bartolomeo One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457034_200w.jpg,68,17675,https://cpt.tcgcsv.com/JQG5,2022-12-05T16:11:58.883,1,PR,P-018,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,2,3000,Barto Club Pirates;Film;Supernovas,Strike,0.19,0.5,4.95,0.35,,Normal,,
457035,Bepo (One Piece Film Red),Bepo One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457035_200w.jpg,68,17675,https://cpt.tcgcsv.com/KQG5,2022-12-05T16:14:19.69,1,PR,P-019,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.,Red,Character,3,2000,Film;Heart Pirates;Minks,Strike,0.35,0.99,8.99,0.56,,Normal,2000,
457036,Helmeppo (One Piece Film Red),Helmeppo One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457036_200w.jpg,68,17675,https://cpt.tcgcsv.com/LQG5,2022-12-05T16:15:19.25,1,PR,P-020,[On Play] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,Red,Character,1,2000,Film;Navy,Slash,0.14,0.48,25.0,0.33,,Normal,1000,
457038,Benn.Beckman (One Piece Film Red),BennBeckman One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457038_200w.jpg,68,17675,https://cpt.tcgcsv.com/NQG5,2022-12-05T16:16:22.213,1,PR,P-021,,Red,Character,7,9000,Film;Red-Haired Pirates,Ranged,0.75,1.09,6.25,1.13,,Normal,1000,
457039,Monkey.D.Luffy (One Piece Film Red),MonkeyDLuffy One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457039_200w.jpg,68,17675,https://cpt.tcgcsv.com/PQG5,2022-12-05T16:17:24.19,1,PR,P-022,,Red,Character,4,6000,Film;Straw Hat Crew;Supernovas,Strike,1.13,3.5,10.0,2.54,,Normal,1000,
457040,Yasopp (One Piece Film Red),Yasopp One Piece Film Red,https://tcgplayer-cdn.tcgplayer.com/product/457040_200w.jpg,68,17675,https://cpt.tcgcsv.com/QQG5,2022-12-05T16:18:39.177,1,PR,P-023,,Red,Character,6,8000,Film;Red-Haired Pirates,Ranged,1.25,1.53,4.5,1.36,,Normal,1000,
457043,Promotion Pack 2022,Promotion Pack 2022,https://tcgplayer-cdn.tcgplayer.com/product/457043_200w.jpg,68,17675,https://cpt.tcgcsv.com/TQG5,2022-12-05T16:47:59.077,1,,,,,,,,,,8.0,18.64,34.98,9.24,,Normal,,
482215,Smoker (Pre-Release),Smoker Pre Release,https://tcgplayer-cdn.tcgplayer.com/product/482215_200w.jpg,68,17675,https://cpt.tcgcsv.com/kVS5,2023-03-03T20:03:30.183,1,PR,P-025,"[DON!! x1] This Character cannot be K.O.'d in battle by Characters without the ""Special"" attribute.",Black,Character,3,5000,Navy,Special,1.25,2.14,100.0,1.39,,Normal,,
482216,Smoker (Pre-Release) [Winner],Smoker Pre Release Winner,https://tcgplayer-cdn.tcgplayer.com/product/482216_200w.jpg,68,17675,https://cpt.tcgcsv.com/lVS5,2023-03-03T20:03:39.417,1,PR,P-025,"[DON!! x1] This Character cannot be K.O.'d in battle by Characters without the ""Special"" attribute.",Black,Character,3,5000,Navy,Special,26.48,30.09,250.0,29.9,,Foil,,
482218,Trafalgar Law (Online Regional 2023) [Participant],Trafalgar Law Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482218_200w.jpg,68,17675,https://cpt.tcgcsv.com/nVS5,2023-04-17T13:18:05.183,1,PR,OP02-035,[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may return this Character to the owner's hand:</strong> Play up to 1 Character with a cost of 3 from your hand.,Green,Character,2,3000,Heart Pirates;Supernovas,Slash,16.15,18.74,45.5,21.47,,Foil,1000,
482219,Trafalgar Law (Online Regional 2023) [Finalist],Trafalgar Law Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482219_200w.jpg,68,17675,https://cpt.tcgcsv.com/pVS5,2023-04-17T13:18:01.163,1,PR,OP02-035,[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may return this Character to the owner's hand:</strong> Play up to 1 Character with a cost of 3 from your hand.,Green,Character,2,3000,Heart Pirates;Supernovas,Slash,89.92,104.57,150.0,122.86,,Foil,1000,
482220,Trafalgar Law (Online Regional 2023) [Winner],Trafalgar Law Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482220_200w.jpg,68,17675,https://cpt.tcgcsv.com/qVS5,2023-04-17T13:18:08.95,1,PR,OP02-035,[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may return this Character to the owner's hand:</strong> Play up to 1 Character with a cost of 3 from your hand.,Green,Character,2,3000,Heart Pirates;Supernovas,Slash,,,,,,,1000,
482221,Koby (Online Regional 2023) [Participant],Koby Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482221_200w.jpg,68,17675,https://cpt.tcgcsv.com/rVS5,2023-04-17T13:19:43.98,1,PR,OP02-098,[On Play] <strong>You may trash 1 card from your hand:</strong> K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Black,Character,3,4000,Navy,Strike,47.91,48.9,49.41,34.2,,Foil,1000,
482222,Koby (Online Regional 2023) [Finalist],Koby Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482222_200w.jpg,68,17675,https://cpt.tcgcsv.com/sVS5,2023-04-17T13:19:40.003,1,PR,OP02-098,[On Play] <strong>You may trash 1 card from your hand:</strong> K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Black,Character,3,4000,Navy,Strike,70.0,72.9,158.96,99.9,,Foil,1000,
482223,Koby (Online Regional 2023) [Winner],Koby Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482223_200w.jpg,68,17675,https://cpt.tcgcsv.com/tVS5,2023-04-17T13:19:52.5,1,PR,OP02-098,[On Play] <strong>You may trash 1 card from your hand:</strong> K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Black,Character,3,4000,Navy,Strike,,,,,,,1000,
482224,Sanji (Online Regional 2023) [Participant],Sanji Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482224_200w.jpg,68,17675,https://cpt.tcgcsv.com/vVS5,2023-04-17T13:17:08.187,1,PR,ST01-004,[DON!! x2] This Character gains [Rush]. <em>(This card can attack on the turn in which it is played.</em>,Red,Character,2,4000,Straw Hat Crew,Strike,12.5,15.43,46.95,10.95,,Foil,,
482225,Sanji (Online Regional 2023) [Finalist],Sanji Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482225_200w.jpg,68,17675,https://cpt.tcgcsv.com/wVS5,2023-04-17T13:17:04.13,1,PR,ST01-004,[DON!! x2] This Character gains [Rush]. <em>(This card can attack on the turn in which it is played.</em>,Red,Character,2,4000,Straw Hat Crew,Strike,33.33,35.46,79.01,34.95,,Foil,,
482226,Sanji (Online Regional 2023) [Winner],Sanji Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482226_200w.jpg,68,17675,https://cpt.tcgcsv.com/xVS5,2023-04-17T13:17:13.203,1,PR,ST01-004,[DON!! x2] This Character gains [Rush]. <em>(This card can attack on the turn in which it is played.</em>,Red,Character,2,4000,Straw Hat Crew,Strike,,,,,,,,
482227,Marshall.D.Teach (Online Regional 2023) [Participant],MarshallDTeach Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482227_200w.jpg,68,17675,https://cpt.tcgcsv.com/zVS5,2023-04-17T13:18:40.527,1,PR,ST03-014,[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.,Blue,Character,4,4000,Blackbeard Pirates;The Seven Warlords of the Sea,Special,7.74,10.0,49.99,11.21,,Foil,1000,
482228,Marshall.D.Teach (Online Regional 2023) [Finalist],MarshallDTeach Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482228_200w.jpg,68,17675,https://cpt.tcgcsv.com/BVS5,2023-04-17T13:18:34.783,1,PR,ST03-014,[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.,Blue,Character,4,4000,Blackbeard Pirates;The Seven Warlords of the Sea,Special,41.36,42.5,88.0,45.58,,Foil,1000,
482229,Marshall.D.Teach (Online Regional 2023) [Winner],MarshallDTeach Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482229_200w.jpg,68,17675,https://cpt.tcgcsv.com/CVS5,2023-04-17T13:18:43.847,1,PR,ST03-014,[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.,Blue,Character,4,4000,Blackbeard Pirates;The Seven Warlords of the Sea,Special,,,,,,,1000,
482230,Jack (Online Regional 2023) [Participant],Jack Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482230_200w.jpg,68,17675,https://cpt.tcgcsv.com/DVS5,2023-04-17T13:19:09.407,1,PR,ST04-008,[On Play] <strong>You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as acitve.,Purple,Character,3,4000,Animal Kingdom Pirates,Strike,4.97,6.69,34.48,5.86,,Foil,1000,
482231,Jack (Online Regional 2023) [Finalist],Jack Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482231_200w.jpg,68,17675,https://cpt.tcgcsv.com/FVS5,2023-04-17T13:18:59.59,1,PR,ST04-008,[On Play] <strong>You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as acitve.,Purple,Character,3,4000,Animal Kingdom Pirates,Strike,22.69,25.19,71.21,46.19,,Foil,1000,
482232,Jack (Online Regional 2023) [Winner],Jack Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482232_200w.jpg,68,17675,https://cpt.tcgcsv.com/GVS5,2023-04-17T13:19:13.153,1,PR,ST04-008,[On Play] <strong>You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as acitve.,Purple,Character,3,4000,Animal Kingdom Pirates,Strike,,,,,,,1000,
482233,Charlotte Pudding (Online Regional 2023) [Participant],Charlotte Pudding Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/482233_200w.jpg,68,17675,https://cpt.tcgcsv.com/HVS5,2023-04-17T13:20:14.677,1,PR,ST07-008,"[On Play] Look at up to 1 card from the top of yours or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Yellow,Character,2,3000,Big Mom Pirates,Wisdom,18.0,20.26,90.0,23.4,,Foil,2000,
482234,Charlotte Pudding (Online Regional 2023) [Finalist],Charlotte Pudding Online Regional 2023 Finalist,https://tcgplayer-cdn.tcgplayer.com/product/482234_200w.jpg,68,17675,https://cpt.tcgcsv.com/JVS5,2023-04-17T13:20:10.593,1,PR,ST07-008,"[On Play] Look at up to 1 card from the top of yours or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Yellow,Character,2,3000,Big Mom Pirates,Wisdom,49.2,52.95,74.99,56.84,,Foil,2000,
482235,Charlotte Pudding (Online Regional 2023) [Winner],Charlotte Pudding Online Regional 2023 Winner,https://tcgplayer-cdn.tcgplayer.com/product/482235_200w.jpg,68,17675,https://cpt.tcgcsv.com/KVS5,2023-04-17T13:20:18.473,1,PR,ST07-008,"[On Play] Look at up to 1 card from the top of yours or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Yellow,Character,2,3000,Big Mom Pirates,Wisdom,,,,,,,2000,
