productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
501656,Buggy (032),Buggy 032,https://tcgplayer-cdn.tcgplayer.com/product/501656_200w.jpg,68,23232,https://cpt.tcgcsv.com/8H06,2023-06-23T20:42:05.28,1,C,OP03-032,"This Character cannot be K.O.'d in battle by ""Slash"" attribute cards.",Green,Character,3,5000,Buggy Pirates;East Blue,,Slash,0.9,1.08,49.99,0.94,,Normal
501657,Momoo,Momoo,https://tcgplayer-cdn.tcgplayer.com/product/501657_200w.jpg,68,23232,https://cpt.tcgcsv.com/9H06,2023-06-23T20:42:58.36,1,C,OP03-035,,Green,Character,2,4000,Animal;East Blue,1000,Strike,0.45,0.7,29.99,0.65,,Normal
501658,Out-of-the-Bag,Out of the Bag,https://tcgplayer-cdn.tcgplayer.com/product/501658_200w.jpg,68,23232,https://cpt.tcgcsv.com/bH06,2023-06-23T20:43:42.183,1,C,OP03-036,"[Main] <strong>You may rest 1 of your [East Blue] type Characters: Set up to 1 of your [Kuro] cards as active.
<br>
[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",Green,Event,3,,,,,0.45,0.53,274.09,0.53,,Normal
501659,Tooth Attack,Tooth Attack,https://tcgplayer-cdn.tcgplayer.com/product/501659_200w.jpg,68,23232,https://cpt.tcgcsv.com/cH06,2023-06-23T20:44:01.24,1,C,OP03-037,"[Main] <strong>You may rest 1 of your [East Blue] type Characters</strong>: K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.
<br>
[Trigger] Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.",Green,Event,1,,Fish-Man;Arlong Pirates;East Blue,,,0.2,0.63,29.99,0.36,,Normal
501660,Usopp's Pirate Crew,Usopps Pirate Crew,https://tcgplayer-cdn.tcgplayer.com/product/501660_200w.jpg,68,23232,https://cpt.tcgcsv.com/dH06,2023-06-23T20:45:12.397,1,C,OP03-042,[On Play] Add up to 1 blue [Usopp from your trash to your hand.,Blue,Character,1,0,East Blue,1000,Wisdom,0.7,0.94,19.99,0.93,,Normal
501661,Gaimon,Gaimon,https://tcgplayer-cdn.tcgplayer.com/product/501661_200w.jpg,68,23232,https://cpt.tcgcsv.com/fH06,2023-06-23T20:46:13.407,1,C,OP03-043,"When you deal damage to your opponent's Life, you may trash 3 cards from the top of your deck. If you do, trash this Character.",Blue,Character,2,0,East Blue,1000,Wisdom,0.24,0.58,29.99,0.35,,Normal
501662,Genzo,Genzo,https://tcgplayer-cdn.tcgplayer.com/product/501662_200w.jpg,68,23232,https://cpt.tcgcsv.com/gH06,2023-06-23T20:46:54.273,1,C,OP03-046,,Blue,Character,2,4000,East Blue,1000,Wisdom,0.31,0.5,12345.67,0.4,,Normal
501663,Merry,Merry,https://tcgplayer-cdn.tcgplayer.com/product/501663_200w.jpg,68,23232,https://cpt.tcgcsv.com/hH06,2023-06-23T20:49:43.89,1,C,OP03-052,,Blue,Character,1,3000,East Blue,1000,Wisdom,0.25,0.4,29.99,0.32,,Normal
501664,Yosaku & Johnny,Yosaku and Johnny,https://tcgplayer-cdn.tcgplayer.com/product/501664_200w.jpg,68,23232,https://cpt.tcgcsv.com/jH06,2023-06-23T20:50:39.937,1,C,OP03-053,"[DON!! x1] If you have 20 or less cards in your deck, this Character gains +2000 power.",Blue,Character,1,3000,East Blue,,Slash,0.25,0.5,29.99,0.45,,Normal
501665,Usopp's Rubber Band of Doom!!!,Usopps Rubber Band of Doom,https://tcgplayer-cdn.tcgplayer.com/product/501665_200w.jpg,68,23232,https://cpt.tcgcsv.com/kH06,2023-06-23T20:50:59.13,1,C,OP03-054,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, you may trash 1 card from the top of your deck.
<br>
[Trigger] Draw 1 card and you may trash 1 card from the top of your deck.",Blue,Event,1,,Straw Hat Crew;East Blue,,,4.57,7.04,39.99,6.52,,Normal
501666,Gum-Gum Giant Gavel,Gum Gum Giant Gavel,https://tcgplayer-cdn.tcgplayer.com/product/501666_200w.jpg,68,23232,https://cpt.tcgcsv.com/lH06,2023-06-23T20:51:13.537,1,C,OP03-055,"[Counter] <strong>You may trash 1 card from your hand</strong>: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.
<br>
[Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand.",Blue,Event,1,,Straw Hat Crew;East Blue,,,2.14,3.08,29.99,3.05,,Normal
501667,Kiwi & Mozu,Kiwi and Mozu,https://tcgplayer-cdn.tcgplayer.com/product/501667_200w.jpg,68,23232,https://cpt.tcgcsv.com/mH06,2023-06-23T20:52:15.1,1,C,OP03-061,,Purple,Character,2,4000,Water Seven;The Franky Family,1000,Slash,0.6,1.05,29.99,0.89,,Normal
501668,Tilestone,Tilestone,https://tcgplayer-cdn.tcgplayer.com/product/501668_200w.jpg,68,23232,https://cpt.tcgcsv.com/nH06,2023-06-23T20:52:41.867,1,C,OP03-064,"[On K.O.] If your Leader has the [Galley-La Company] type, add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Character,5,6000,Galley-La Company;Water Seven,1000,Strike,1.16,2.0,29.99,1.21,,Normal
501669,Chimney & Gonbe,Chimney and Gonbe,https://tcgplayer-cdn.tcgplayer.com/product/501669_200w.jpg,68,23232,https://cpt.tcgcsv.com/pH06,2023-06-23T20:53:02.673,1,C,OP03-065,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,2,2000,Animal;Water Seven,1000,Wisdom,0.5,0.83,39.99,0.75,,Normal
501670,Minozebra,Minozebra,https://tcgplayer-cdn.tcgplayer.com/product/501670_200w.jpg,68,23232,https://cpt.tcgcsv.com/qH06,2023-06-23T20:53:36.803,1,C,OP03-068,"[Banish] <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em>
<br>
[On K.O.] If your Leader has the [Impel Down] type, add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Character,4,5000,Impel Down;Jailer Beast,1000,Strike,1.35,2.15,29.99,2.62,,Normal
501671,Minorhinoceros,Minorhinoceros,https://tcgplayer-cdn.tcgplayer.com/product/501671_200w.jpg,68,23232,https://cpt.tcgcsv.com/rH06,2023-06-23T20:53:47.787,1,C,OP03-069,"[On K.O.] If your Leader has the [Impel Down] type, draw 2 cards and trash 1 card from your hand.",Purple,Character,3,5000,Impel Down;Jailer Beast,,Strike,0.39,0.99,29.99,0.78,,Normal
501672,Hull Dismantler Slash,Hull Dismantler Slash,https://tcgplayer-cdn.tcgplayer.com/product/501672_200w.jpg,68,23232,https://cpt.tcgcsv.com/sH06,2023-06-23T20:53:58.757,1,C,OP03-073,"[Main] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: If your Leader has the [Water Seven] type, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.
<br>
[Trigger] Activate this card's [Main] effect.",Purple,Event,1,,Water Seven;The Franky Family,,,0.2,0.52,5.9,0.5,,Normal
501673,Galley-La Company,Galley La Company,https://tcgplayer-cdn.tcgplayer.com/product/501673_200w.jpg,68,23232,https://cpt.tcgcsv.com/tH06,2023-06-23T20:54:21.96,1,C,OP03-075,"[Activate:Main] <strong>You may rest this Stage</strong>: If your Leader is [Iceburg], add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Stage,3,,Galley-La Company;Water Seven,,,2.69,3.76,59.99,2.52,,Normal
501674,Kumadori,Kumadori,https://tcgplayer-cdn.tcgplayer.com/product/501674_200w.jpg,68,23232,https://cpt.tcgcsv.com/vH06,2023-06-23T20:55:01.837,1,C,OP03-082,,Black,Character,4,6000,CP9,1000,Strike,0.25,2.74,29.99,1.92,,Normal
501675,Corgy,Corgy,https://tcgplayer-cdn.tcgplayer.com/product/501675_200w.jpg,68,23232,https://cpt.tcgcsv.com/wH06,2023-06-23T20:55:26.26,1,C,OP03-083,"[On Play] Look at 5 cards from the top of your deck and trash up to 2 cards. Then, place the rest at the bottom of your deck in any order.",Black,Character,1,0,World Government,1000,Wisdom,0.27,0.84,29.99,0.48,,Normal
501676,Jerry,Jerry,https://tcgplayer-cdn.tcgplayer.com/product/501676_200w.jpg,68,23232,https://cpt.tcgcsv.com/xH06,2023-06-23T20:55:43.03,1,C,OP03-084,,Black,Character,2,4000,CP6,1000,Strike,0.25,0.8,274.09,0.32,,Normal
501681,Jabra,Jabra,https://tcgplayer-cdn.tcgplayer.com/product/501681_200w.jpg,68,23232,https://cpt.tcgcsv.com/FH06,2023-06-23T20:55:55.08,1,C,OP03-085,,Black,Character,5,7000,CP9,1000,Strike,0.43,0.91,29.99,0.83,,Normal
501682,Nero,Nero,https://tcgplayer-cdn.tcgplayer.com/product/501682_200w.jpg,68,23232,https://cpt.tcgcsv.com/GH06,2023-06-23T20:56:07.607,1,C,OP03-087,,Black,Character,3,5000,CP9,1000,Ranged,0.35,0.5,29.99,0.44,,Normal
501683,Helmeppo,Helmeppo,https://tcgplayer-cdn.tcgplayer.com/product/501683_200w.jpg,68,23232,https://cpt.tcgcsv.com/HH06,2023-06-23T20:56:30.24,1,C,OP03-091,[On Play] Set the cost of up to 1 of your opponent's Characters with no base effect to 0 during this turn.,Black,Character,1,0,Navy,1000,Wisdom,0.2,0.49,29.99,0.39,,Normal
501684,Soap Sheep,Soap Sheep,https://tcgplayer-cdn.tcgplayer.com/product/501684_200w.jpg,68,23232,https://cpt.tcgcsv.com/JH06,2023-06-23T20:57:02.637,1,C,OP03-095,"[Main] Give up to 2 of your opponent's Characters -2 cost during this turn.
<br>
[Trigger] Your opponent trashes 1 card from their hand.",Black,Event,1,,CP9,,,5.93,6.38,50.0,6.41,,Normal
501685,Enies Lobby,Enies Lobby,https://tcgplayer-cdn.tcgplayer.com/product/501685_200w.jpg,68,23232,https://cpt.tcgcsv.com/KH06,2023-06-23T20:57:27.277,1,C,OP03-098,"[Activate:Main] <strong>You may rest this Stage</strong>: If your Leader's type includes ""CP"", give up to 1 of your opponent's Characters -2 cost during this turn.
<br>
[Trigger] Play this card.",Black,Stage,2,,World Government,,,4.54,7.99,59.99,12.16,,Normal
501686,Camie,Camie,https://tcgplayer-cdn.tcgplayer.com/product/501686_200w.jpg,68,23232,https://cpt.tcgcsv.com/LH06,2023-06-23T20:57:52.163,1,C,OP03-101,,Yellow,Character,1,3000,Merfolk,1000,Wisdom,0.46,0.74,19.99,0.69,,Normal
501687,Bobbin the Disposer,Bobbin the Disposer,https://tcgplayer-cdn.tcgplayer.com/product/501687_200w.jpg,68,23232,https://cpt.tcgcsv.com/MH06,2023-06-23T20:58:07.143,1,C,OP03-103,,Yellow,Character,2,4000,Big Mom Pirates,1000,Slash,0.3,0.5,12345.67,0.4,,Normal
501688,Charlotte Opera,Charlotte Opera,https://tcgplayer-cdn.tcgplayer.com/product/501688_200w.jpg,68,23232,https://cpt.tcgcsv.com/NH06,2023-06-23T20:59:00.47,1,C,OP03-106,,Yellow,Character,4,6000,Big Mom Pirates,1000,Special,0.6,0.99,19.99,0.8,,Normal
501689,Charlotte Galette,Charlotte Galette,https://tcgplayer-cdn.tcgplayer.com/product/501689_200w.jpg,68,23232,https://cpt.tcgcsv.com/PH06,2023-06-23T20:59:15.103,1,C,OP03-107,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Yellow,Character,2,2000,Big Mom Pirates,1000,Special,0.95,1.2,49.99,1.17,,Normal
501690,Charlotte Chiffon,Charlotte Chiffon,https://tcgplayer-cdn.tcgplayer.com/product/501690_200w.jpg,68,23232,https://cpt.tcgcsv.com/QH06,2023-06-23T20:59:28.13,1,C,OP03-109,[On Play] <strong>You may trash 1 card from the top or bottom of your Life cards</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.,Yellow,Character,2,3000,Big Mom Pirates,,Wisdom,0.19,0.49,49.99,0.35,,Normal
501691,Charlotte Praline,Charlotte Praline,https://tcgplayer-cdn.tcgplayer.com/product/501691_200w.jpg,68,23232,https://cpt.tcgcsv.com/RH06,2023-06-23T20:59:42.553,1,C,OP03-111,,Yellow,Character,3,5000,The Sun Pirates;Merfolk,1000,Wisdom,0.17,1.0,19.99,0.78,,Normal
501692,Tropical Torment,Tropical Torment,https://tcgplayer-cdn.tcgplayer.com/product/501692_200w.jpg,68,23232,https://cpt.tcgcsv.com/SH06,2023-06-23T21:02:12.623,1,C,OP03-120,"[Main] If your opponent has 4 or more Life cards, trash up to 1 card from the top of your opponent's Life cards.
<br>
[Trigger] Activate this card's [Main] effect.",Yellow,Event,3,,Big Mom Pirates,,,1.25,4.82,19.99,0.89,,Normal
501693,Thunder Bolt,Thunder Bolt,https://tcgplayer-cdn.tcgplayer.com/product/501693_200w.jpg,68,23232,https://cpt.tcgcsv.com/TH06,2023-06-23T21:02:27.21,1,C,OP03-121,"[Main] <strong>You may trash 1 card from the top of your Life cards</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
<br>
[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",Yellow,Event,2,,The Four Emperors;Big Mom Pirates,,,1.2,1.83,34.99,1.71,,Normal
501694,Kingbaum,Kingbaum,https://tcgplayer-cdn.tcgplayer.com/product/501694_200w.jpg,68,23232,https://cpt.tcgcsv.com/VH06,2023-06-23T20:57:40.057,1,C,OP03-100,[Trigger] <strong>You may trash 1 card from the top or bottom of your Life cards</strong>: Play this card.,Yellow,Character,3,5000,Big Mom Pirates;Homies,,Strike,0.4,0.5,12345.67,0.44,,Normal
501695,Adio,Adio,https://tcgplayer-cdn.tcgplayer.com/product/501695_200w.jpg,68,23232,https://cpt.tcgcsv.com/WH06,2023-06-23T20:32:16.083,1,UC,OP03-002,[DON!! x1] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,Red,Character,4,5000,ODYSSEY,1000,Ranged,1.15,1.85,49.99,1.22,,Normal
501696,Thatch,Thatch,https://tcgplayer-cdn.tcgplayer.com/product/501696_200w.jpg,68,23232,https://cpt.tcgcsv.com/XH06,2023-06-23T20:32:55.717,1,UC,OP03-005,"[Activate:Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn.",Red,Character,1,2000,Whitebeard Pirates,1000,Slash,0.98,1.66,29.99,1.56,,Normal
501697,Buggy (008),Buggy 008,https://tcgplayer-cdn.tcgplayer.com/product/501697_200w.jpg,68,23232,https://cpt.tcgcsv.com/ZH06,2023-06-23T20:34:11.903,1,UC,OP03-008,"This Character cannot be K.O.'d in battle by ""Slash"" attribute cards.
<br>
[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Red,Character,1,3000,Buggy Pirates,,Slash,7.95,9.99,49.99,10.17,,Normal
501698,Blamenco,Blamenco,https://tcgplayer-cdn.tcgplayer.com/product/501698_200w.jpg,68,23232,https://cpt.tcgcsv.com/-H06,2023-06-23T20:38:03.18,1,UC,OP03-011,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters -2000 power during this turn.,Red,Character,2,3000,Whitebeard Pirates,1000,Strike,1.42,1.71,39.99,1.51,,Normal
501699,Monkey.D.Garp,MonkeyDGarp,https://tcgplayer-cdn.tcgplayer.com/product/501699_200w.jpg,68,23232,https://cpt.tcgcsv.com/_H06,2023-06-23T20:38:57.843,1,UC,OP03-014,[When Attacking] Play up to 1 red Character card with a cost of 1 from your hand.,Red,Character,3,5000,Navy,,Strike,0.95,1.29,39.99,1.2,,Normal
501700,Lim,Lim,https://tcgplayer-cdn.tcgplayer.com/product/501700_200w.jpg,68,23232,https://cpt.tcgcsv.com/0J06,2023-06-23T20:39:43.353,1,UC,OP03-015,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,3,2000,ODYSSEY,,Wisdom,1.09,1.75,29.99,1.79,,Normal
501701,Cross Fire,Cross Fire,https://tcgplayer-cdn.tcgplayer.com/product/501701_200w.jpg,68,23232,https://cpt.tcgcsv.com/2J06,2023-06-23T20:39:57.77,1,UC,OP03-017,"[Main] / [Counter] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters -4000 power during this turn.
<br>
[Trigger] Activate this card's [Main] effect.",Red,Event,2,,Whitebeard Pirates,,,8.0,32.33,48.0,7.89,,Normal
501702,Kuroobi,Kuroobi,https://tcgplayer-cdn.tcgplayer.com/product/501702_200w.jpg,68,23232,https://cpt.tcgcsv.com/3J06,2023-06-23T20:41:07.687,1,UC,OP03-026,"[On Play] If your Leader has the [East Blue] type, rest up to 1 of your opponent's Characters.
<br>
[Trigger] Play this card.",Green,Character,4,3000,Fish-Man;Arlong Pirates;East Blue,1000,Strike,2.25,2.65,39.99,2.61,,Normal
501703,Chew,Chew,https://tcgplayer-cdn.tcgplayer.com/product/501703_200w.jpg,68,23232,https://cpt.tcgcsv.com/5J06,2023-06-23T20:41:37.547,1,UC,OP03-029,"[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.
<br>
[Trigger] Play this card.",Green,Character,4,3000,Fish-Man;Arlong Pirates;East Blue,1000,Ranged,1.9,2.52,29.99,2.7,,Normal
501704,Hatchan,Hatchan,https://tcgplayer-cdn.tcgplayer.com/product/501704_200w.jpg,68,23232,https://cpt.tcgcsv.com/6J06,2023-06-23T20:42:18.993,1,UC,OP03-033,"[Trigger] If your Leader has the [East Blue] type, play this card.",Green,Character,4,4000,Fish-Man;Arlong Pirates;East Blue,2000,Slash,0.4,2.0,6.98,2.0,,Normal
501705,Buchi,Buchi,https://tcgplayer-cdn.tcgplayer.com/product/501705_200w.jpg,68,23232,https://cpt.tcgcsv.com/7J06,2023-06-23T20:42:32.907,1,UC,OP03-034,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,Green,Character,4,5000,East Blue;Black Cat Pirates,1000,Slash,1.45,2.25,49.99,1.93,,Normal
501706,"One, Two, Jango",One Two Jango,https://tcgplayer-cdn.tcgplayer.com/product/501706_200w.jpg,68,23232,https://cpt.tcgcsv.com/8J06,2023-06-23T20:44:54.347,1,UC,OP03-039,"[Main] Rest up to 1 of your opponent's Characters with a cost of 1 or less. Then, up to 1 of your Characters gains +1000 power during this turn.",Green,Event,1,,East Blue;Black Cat Pirates,,,1.99,3.25,29.99,2.28,,Normal
501707,Carne,Carne,https://tcgplayer-cdn.tcgplayer.com/product/501707_200w.jpg,68,23232,https://cpt.tcgcsv.com/9J06,2023-06-23T20:46:35.76,1,UC,OP03-045,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[Opponent's Turn] If you have 20 or less cards in your deck, this Character gains +3000 power.",Blue,Character,3,3000,East Blue,1000,Slash,0.84,1.22,49.99,0.95,,Normal
501708,Nojiko,Nojiko,https://tcgplayer-cdn.tcgplayer.com/product/501708_200w.jpg,68,23232,https://cpt.tcgcsv.com/bJ06,2023-06-23T20:47:15.857,1,UC,OP03-048,"[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.",Blue,Character,2,0,East Blue,1000,Wisdom,5.66,6.41,39.99,5.89,,Normal
501709,Patty,Patty,https://tcgplayer-cdn.tcgplayer.com/product/501709_200w.jpg,68,23232,https://cpt.tcgcsv.com/cJ06,2023-06-23T20:47:32.873,1,UC,OP03-049,"[On Play] If you have 20 or less cards in your deck, return up to 1 Character with a cost of 3 or less to the owner's hand.",Blue,Character,3,5000,East Blue,,Slash,0.88,1.02,29.99,0.98,,Normal
501710,Boodle,Boodle,https://tcgplayer-cdn.tcgplayer.com/product/501710_200w.jpg,68,23232,https://cpt.tcgcsv.com/dJ06,2023-06-23T20:49:03.983,1,UC,OP03-050,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On K.O.] You may trash 1 card from the top of your deck.",Blue,Character,2,0,East Blue,1000,Wisdom,3.18,5.46,49.99,2.81,,Normal
501711,Sanji's Pilaf,Sanjis Pilaf,https://tcgplayer-cdn.tcgplayer.com/product/501711_200w.jpg,68,23232,https://cpt.tcgcsv.com/fJ06,2023-06-23T20:51:34.423,1,UC,OP03-056,"[Main] Draw 2 cards.
<br>
[Trigger] Activate this card's [Main] effect.",Blue,Event,3,,East Blue,,,4.95,25.71,74.99,32.89,,Normal
501712,Kaku,Kaku,https://tcgplayer-cdn.tcgplayer.com/product/501712_200w.jpg,68,23232,https://cpt.tcgcsv.com/gJ06,2023-06-23T20:51:47.17,1,UC,OP03-059,"[When Attacking] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: This Character gains [Banish] during this battle. <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em>",Purple,Character,5,6000,Galley-La Company;Water Seven,1000,Slash,2.91,5.0,34.99,3.19,,Normal
501713,Kalifa,Kalifa,https://tcgplayer-cdn.tcgplayer.com/product/501713_200w.jpg,68,23232,https://cpt.tcgcsv.com/hJ06,2023-06-23T20:52:03.153,1,UC,OP03-060,[When Attacking] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Draw 2 cards and trash 1 card from your hand.,Purple,Character,4,4000,Galley-La Company;Water Seven,2000,Wisdom,9.71,14.06,49.99,13.26,,Normal
501714,Zambai,Zambai,https://tcgplayer-cdn.tcgplayer.com/product/501714_200w.jpg,68,23232,https://cpt.tcgcsv.com/jJ06,2023-06-23T20:52:28.523,1,UC,OP03-063,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: If your Leader has the [Water Seven] type, draw 1 card.",Purple,Character,3,2000,Water Seven;The Franky Family,,Slash,0.99,1.2,29.99,1.02,,Normal
501715,Peepley Lulu,Peepley Lulu,https://tcgplayer-cdn.tcgplayer.com/product/501715_200w.jpg,68,23232,https://cpt.tcgcsv.com/kJ06,2023-06-23T20:53:25.213,1,UC,OP03-067,"[DON!! x1] [When Attacking] If your Leader has the [Galley-La Company] type, add up to 1 DON!! card from your DON!! deck and rest it.",Purple,Character,5,5000,Galley-La Company;Water Seven,1000,Ranged,1.0,1.5,29.99,1.57,,Normal
501716,Top Knot,Top Knot,https://tcgplayer-cdn.tcgplayer.com/product/501716_200w.jpg,68,23232,https://cpt.tcgcsv.com/lJ06,2024-04-15T11:26:41.767,1,UC,OP03-074,"[Main] DON!! -2 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Place up to 1 of your opponent's Characters with a cost of 4 or less at the bottom of the owner's deck.
<br>
[Trigger] Activate this card's [Main] effect.",Purple,Event,2,,Galley-La Company;Water Seven,,,17.0,23.8,50.0,4.99,,Normal
501717,Vergo,Vergo,https://tcgplayer-cdn.tcgplayer.com/product/501717_200w.jpg,68,23232,https://cpt.tcgcsv.com/mJ06,2023-06-23T20:54:46.97,1,UC,OP03-079,[DON!! x1] This Character cannot be K.O.'d in battle.,Black,Character,5,5000,Donquixote Pirates;Navy,2000,Strike,2.44,4.43,54.99,3.7,,Normal
