productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
620757,Kouzuki Momonosuke (028),Kouzuki Momonosuke 028,https://tcgplayer-cdn.tcgplayer.com/product/620757_200w.jpg,68,24068,https://cpt.tcgcsv.com/9k-6,2025-03-18T13:46:21.217,1,UC,OP10-028,"[Activate: Main] <strong>You may rest 2 of your DON!! cards and trash this Character:</strong> Look at 5 cards from the top of your deck; reveal up to 2 ""The Akazaya Nine"" type cards and add them to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,1000,Land of Wano;Kouzuki Clan;Punk Hazard,1000,Special,1.8,2.41,9.99,2.67,,Normal
620758,Sengoku,Sengoku,https://tcgplayer-cdn.tcgplayer.com/product/620758_200w.jpg,68,24068,https://cpt.tcgcsv.com/bk-6,2025-03-18T13:46:34.717,1,C,OP10-031,,Green,Character,5,7000,Navy;Dressrosa,1000,Wisdom,0.5,1.43,10.32,,,Normal
620759,Nami (033),Nami 033,https://tcgplayer-cdn.tcgplayer.com/product/620759_200w.jpg,68,24068,https://cpt.tcgcsv.com/ck-6,2025-03-18T13:47:26.703,1,UC,OP10-033,"[On Play] If you have 2 or more rested ""ODYSSEY"" type Characters, up to 1 of your opponent's rested DON!! cards will not become active in your opponent's next Refresh Phase.",Green,Character,2,2000,Straw Hat Crew;ODYSSEY,2000,Special,23.0,28.95,49.99,25.72,,Normal
620760,Franky (034),Franky 034,https://tcgplayer-cdn.tcgplayer.com/product/620760_200w.jpg,68,24068,https://cpt.tcgcsv.com/dk-6,2025-03-18T13:47:38.49,1,C,OP10-034,"[Once Per Turn] If this Character would be K.O.'d in battle, you may add 1 card from the top of your Life cards to your hand instead.",Green,Character,4,5000,Straw Hat Crew;ODYSSEY,1000,Strike,2.7,3.9,9.99,4.14,,Normal
620761,Brook (035),Brook 035,https://tcgplayer-cdn.tcgplayer.com/product/620761_200w.jpg,68,24068,https://cpt.tcgcsv.com/fk-6,2025-03-18T13:47:50.577,1,C,OP10-035,[On K.O.] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.,Green,Character,3,5000,Straw Hat Crew;ODYSSEY,,Slash,0.62,1.45,5.0,2.45,,Normal
620762,Perona (036),Perona 036,https://tcgplayer-cdn.tcgplayer.com/product/620762_200w.jpg,68,24068,https://cpt.tcgcsv.com/gk-6,2025-03-18T13:48:02.2,1,C,OP10-036,"[Your Turn] [Once Per Turn] If a Character is rested by your effect, set up to 1 of your DON!! cards as active.",Green,Character,4,5000,Thriller Bark Pirates;ODYSSEY;Muggy Kingdom,1000,Special,3.0,4.42,9.99,5.72,,Normal
620763,Roronoa Zoro (038),Roronoa Zoro 038,https://tcgplayer-cdn.tcgplayer.com/product/620763_200w.jpg,68,24068,https://cpt.tcgcsv.com/hk-6,2025-03-18T13:48:14.55,1,C,OP10-038,"[Opponent's Turn] If you have 2 or more rested Characters, this Character gains +2000 power.",Green,Character,5,6000,Straw Hat Crew;Supernovas;ODYSSEY,1000,Slash,2.6,3.5,12.0,4.99,,Normal
620764,Gum-Gum Dragon Fire Pistol Twister Star,Gum Gum Dragon Fire Pistol Twister Star,https://tcgplayer-cdn.tcgplayer.com/product/620764_200w.jpg,68,24068,https://cpt.tcgcsv.com/jk-6,2025-03-18T13:48:32.38,1,UC,OP10-039,"[Main] If your Leader has the ""ODYSSEY"" type, look at 5 cards from the top of your deck; reveal up to 2 ""ODYSSEY"" type Character cards and add them to your hand. Then, place the rest at the bottom of your deck in any order.<br>
<br>
[Trigger] Rest up to 1 of your opponent's Characters with a cost of 5 or less.",Green,Event,3,,Straw Hat Crew;Supernovas;ODYSSEY,,,2.8,3.49,9.99,3.61,,Normal
620765,The Weak Do Not Have the Right to Choose How They Die,The Weak Do Not Have the Right to Choose How They Die,https://tcgplayer-cdn.tcgplayer.com/product/620765_200w.jpg,68,24068,https://cpt.tcgcsv.com/kk-6,2025-03-18T13:48:46.213,1,C,OP10-040,[Main]/[Counter] K.O. up to 1 of your opponent's rested Characters with a cost of 7 or less.,Green,Event,5,,Heart Pirates;The Seven Warlords of the Sea;Punk Hazard,,,2.0,4.68,10.04,9.99,,Normal
620766,Moocy,Moocy,https://tcgplayer-cdn.tcgplayer.com/product/620766_200w.jpg,68,24068,https://cpt.tcgcsv.com/lk-6,2025-03-18T13:49:19.667,1,C,OP10-043,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> Up to 1 of your [Monkey.D.Luffy] Characters gains [Banish] during this turn.",Blue,Character,2,2000,Animal;Dressrosa,1000,Strike,0.3,1.0,9.99,0.49,,Normal
620767,Cub,Cub,https://tcgplayer-cdn.tcgplayer.com/product/620767_200w.jpg,68,24068,https://cpt.tcgcsv.com/mk-6,2025-03-18T13:49:31.22,1,UC,OP10-044,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> Return up to 1 of your opponent's Characters with a cost of 1 or less to the owner's hand.",Blue,Character,1,2000,Dressrosa;The Tontattas,1000,Slash,0.77,1.79,9.99,,,Normal
620768,Koala,Koala,https://tcgplayer-cdn.tcgplayer.com/product/620768_200w.jpg,68,24068,https://cpt.tcgcsv.com/nk-6,2025-03-18T13:49:42.403,1,UC,OP10-047,"[When Attacking] <strong>You may return 1 of your ""Revolutionary Army"" type Characters with a cost of 3 or more to the owner's hand:</strong> This Character gains +3000 power during this turn.",Blue,Character,2,3000,Revolutionary Army;Dressrosa,1000,Strike,2.7,5.0,10.0,5.23,,Normal
620769,Sai,Sai,https://tcgplayer-cdn.tcgplayer.com/product/620769_200w.jpg,68,24068,https://cpt.tcgcsv.com/pk-6,2025-03-18T13:50:04.243,1,C,OP10-048,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> Return up to 1 of your opponent's Characters with a cost of 1 or less to the owner's hand.",Blue,Character,3,5000,Happosui Army;Dressrosa,,Slash,0.4,1.74,9.99,,,Normal
620770,Hajrudin,Hajrudin,https://tcgplayer-cdn.tcgplayer.com/product/620770_200w.jpg,68,24068,https://cpt.tcgcsv.com/qk-6,2025-03-18T13:50:14.673,1,C,OP10-050,,Blue,Character,7,9000,Giant;Dressrosa;New Giant Pirates,1000,Strike,0.55,1.14,12.0,0.99,,Normal
620771,Hack,Hack,https://tcgplayer-cdn.tcgplayer.com/product/620771_200w.jpg,68,24068,https://cpt.tcgcsv.com/rk-6,2025-03-18T13:50:23.473,1,UC,OP10-051,"[DON!! x1] [When Attacking] Look at 3 cards from the top of your deck; reveal up to 1 ""Revolutionary Army"" type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Blue,Character,4,5000,Fish-Man;Revolutionary Army;Dressrosa,1000,Strike,0.9,1.39,9.99,1.18,,Normal
620772,Bartolomeo,Bartolomeo,https://tcgplayer-cdn.tcgplayer.com/product/620772_200w.jpg,68,24068,https://cpt.tcgcsv.com/sk-6,2025-03-18T13:50:33.92,1,C,OP10-052,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
<br>
[On Play] Place up to 1 Character with a cost of 1 or less at the bottom of the owner's deck.",Blue,Character,5,6000,Dressrosa;Barto Club,,Special,0.77,1.94,9.99,,,Normal
620773,Bian,Bian,https://tcgplayer-cdn.tcgplayer.com/product/620773_200w.jpg,68,24068,https://cpt.tcgcsv.com/tk-6,2025-03-18T13:50:43.983,1,C,OP10-053,"If you have a ""The Tontattas"" type Character other than [Bian], this Character gains [Blocker].",Blue,Character,1,1000,Dressrosa;The Tontattas,1000,Slash,1.2,2.04,9.99,1.36,,Normal
620774,Blue Gilly,Blue Gilly,https://tcgplayer-cdn.tcgplayer.com/product/620774_200w.jpg,68,24068,https://cpt.tcgcsv.com/vk-6,2025-03-18T13:50:53.383,1,C,OP10-054,,Blue,Character,3,5000,Dressrosa,1000,Strike,0.69,1.06,9.99,0.83,,Normal
620775,Mansherry,Mansherry,https://tcgplayer-cdn.tcgplayer.com/product/620775_200w.jpg,68,24068,https://cpt.tcgcsv.com/wk-6,2025-03-18T13:51:06.433,1,UC,OP10-056,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards, and return 1 of your ""Dressrosa"" type Characters with a cost of 4 or more to the owner's hand:</strong> Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",Blue,Character,2,,Dressrosa;The Tontattas,1000,Special,0.6,0.94,5.0,0.82,,Normal
620776,Barrier-Barrier Pistol,Barrier Barrier Pistol,https://tcgplayer-cdn.tcgplayer.com/product/620776_200w.jpg,68,24068,https://cpt.tcgcsv.com/xk-6,2025-03-18T13:51:17.503,1,C,OP10-060,"[Main] Place up to 1 of your opponent's Characters with 6000 power or less at the bottom of the owner's deck.<br>
<br>
[Trigger] Activate this card's [Main] effect.",Blue,Event,5,,Dressrosa;Barto Club,,,0.6,1.04,10.0,,,Normal
620777,Special Long-Range Attack!! Bagworm,Special Long Range Attack Bagworm,https://tcgplayer-cdn.tcgplayer.com/product/620777_200w.jpg,68,24068,https://cpt.tcgcsv.com/zk-6,2025-03-18T13:52:07.107,1,UC,OP10-061,"[Main] Draw 1 card. Then, return up to 1 of your opponent's Characters with a cost of 2 or less to the owner's hand.<br>
<br>
[Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.",Blue,Event,3,,Straw Hat Crew;Dressrosa,,,3.0,4.3,9.99,4.28,,Normal
620778,Clone Soldier,Clone Soldier,https://tcgplayer-cdn.tcgplayer.com/product/620778_200w.jpg,68,24068,https://cpt.tcgcsv.com/Bk-6,2025-03-18T13:52:19.553,1,C,OP10-064,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,2,2000,The Vinsmoke Family;Kingdom of GERMA,1000,Ranged,1.7,2.0,9.99,,,Normal
620779,Giolla,Giolla,https://tcgplayer-cdn.tcgplayer.com/product/620779_200w.jpg,68,24068,https://cpt.tcgcsv.com/Ck-6,2025-03-18T13:52:31.067,1,UC,OP10-066,[On Your Opponent's Attack] [Once Per Turn] <strong>You may rest 2 of your DON!! cards:</strong> Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Purple,Character,2,2000,Donquixote Pirates,2000,Special,1.35,1.71,9.99,1.71,,Normal
620780,Diamante,Diamante,https://tcgplayer-cdn.tcgplayer.com/product/620780_200w.jpg,68,24068,https://cpt.tcgcsv.com/Dk-6,2025-03-18T13:52:42.74,1,C,OP10-068,,Purple,Character,5,7000,Donquixote Pirates,1000,Slash,0.5,0.76,4.99,0.7,,Normal
620781,Fighting Fish,Fighting Fish,https://tcgplayer-cdn.tcgplayer.com/product/620781_200w.jpg,68,24068,https://cpt.tcgcsv.com/Fk-6,2025-03-18T13:52:55.05,1,C,OP10-069,[DON!! x1] [When Attacking] <strong>DON!! 1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>:</strong> K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,Purple,Character,4,6000,Animal;Dressrosa,,Strike,0.5,0.98,23.69,0.66,,Normal
620782,Trebol,Trebol,https://tcgplayer-cdn.tcgplayer.com/product/620782_200w.jpg,68,24068,https://cpt.tcgcsv.com/Gk-6,2025-03-18T13:53:06.09,1,C,OP10-070,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
<br>
[On Play] All of your Characters with 1000 base power or less cannot be K.O.'d by your opponent's effects until the end of your opponent's next turn.",Purple,Character,4,5000,Donquixote Pirates,1000,Special,0.5,0.74,9.99,0.65,,Normal
620783,Buffalo,Buffalo,https://tcgplayer-cdn.tcgplayer.com/product/620783_200w.jpg,68,24068,https://cpt.tcgcsv.com/Hk-6,2025-03-18T13:53:17.037,1,C,OP10-073,,Purple,Character,4,6000,Donquixote Pirates,1000,Strike,0.25,0.65,4.99,0.65,,Normal
620784,Pica,Pica,https://tcgplayer-cdn.tcgplayer.com/product/620784_200w.jpg,68,24068,https://cpt.tcgcsv.com/Jk-6,2025-03-18T13:53:28.323,1,UC,OP10-074,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may rest 2 of your active DON!! cards instead.",Purple,Character,4,5000,Donquixote Pirates,1000,Strike,1.78,1.9,9.99,1.85,,Normal
620785,Foxy,Foxy,https://tcgplayer-cdn.tcgplayer.com/product/620785_200w.jpg,68,24068,https://cpt.tcgcsv.com/Kk-6,2025-03-18T13:53:39.58,1,UC,OP10-075,"[Activate: Main] <strong>You may trash this Character:</strong> If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card.",Purple,Character,2,1000,Foxy Pirates,2000,Special,16.04,17.49,23.98,16.04,,Normal
620786,Baby 5,Baby 5,https://tcgplayer-cdn.tcgplayer.com/product/620786_200w.jpg,68,24068,https://cpt.tcgcsv.com/Lk-6,2025-03-18T13:53:52.747,1,UC,OP10-076,"[On Play] <strong>You may trash 1 card from your hand:</strong> If your Leader has the ""Donquixote Pirates"" type, add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Character,3,1000,Donquixote Pirates,2000,Special,6.37,8.71,24.99,14.04,,Normal
620787,Bellamy,Bellamy,https://tcgplayer-cdn.tcgplayer.com/product/620787_200w.jpg,68,24068,https://cpt.tcgcsv.com/Mk-6,2025-03-18T13:54:04.843,1,C,OP10-077,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
<br>
[On Block] <strong>You may rest 2 of your DON!! cards:</strong> Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Character,3,4000,Donquixote Pirates,1000,Strike,0.75,2.09,9.99,,,Normal
620788,God Thread,God Thread,https://tcgplayer-cdn.tcgplayer.com/product/620788_200w.jpg,68,24068,https://cpt.tcgcsv.com/Nk-6,2025-03-18T13:54:18.303,1,UC,OP10-079,"[Main] K.O. up to 1 of your opponent's Characters with a cost 5 or less. Then, add up to 1 DON!! card from your DON!! deck and set it as active.<br>
<br>
[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Event,5,,Donquixote Pirates;The Seven Warlords of the Sea,,,4.5,6.38,15.0,6.62,,Normal
620789,Little Black Bears,Little Black Bears,https://tcgplayer-cdn.tcgplayer.com/product/620789_200w.jpg,68,24068,https://cpt.tcgcsv.com/Pk-6,2025-03-18T13:54:30.52,1,C,OP10-080,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 7 or more DON!! cards on your field and 5 or less cards in your hand, draw 1 card.<br>
<br>
[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Event,3,,Donquixote Pirates,,,1.09,1.59,12.0,1.38,,Normal
620790,Usopp (081),Usopp 081,https://tcgplayer-cdn.tcgplayer.com/product/620790_200w.jpg,68,24068,https://cpt.tcgcsv.com/Qk-6,2025-03-18T13:54:42.713,1,C,OP10-081,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> K.O. up to 1 of your opponent's Characters with a cost of 2 or less. Then, trash 2 cards from the top of your deck.",Black,Character,4,5000,Straw Hat Crew;Dressrosa,1000,Ranged,0.6,3.03,15.0,,,Normal
620791,Kouzuki Momonosuke (083),Kouzuki Momonosuke 083,https://tcgplayer-cdn.tcgplayer.com/product/620791_200w.jpg,68,24068,https://cpt.tcgcsv.com/Rk-6,2025-03-18T13:55:09.497,1,UC,OP10-083,"[Activate: Main] <strong>You may rest this Character and 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> Give up to 1 of your opponent's Characters -2 cost during this turn.",Black,Character,2,,Land of Wano;Kouzuki Clan;Dressrosa,2000,Slash,1.9,2.27,9.99,2.31,,Normal
620792,Sanjuan.Wolf,SanjuanWolf,https://tcgplayer-cdn.tcgplayer.com/product/620792_200w.jpg,68,24068,https://cpt.tcgcsv.com/Sk-6,2025-03-18T13:55:20.087,1,C,OP10-084,,Black,Character,5,7000,Blackbeard Pirates;Giant,1000,Special,1.7,2.56,9.99,5.63,,Normal
620793,Jesus Burgess,Jesus Burgess,https://tcgplayer-cdn.tcgplayer.com/product/620793_200w.jpg,68,24068,https://cpt.tcgcsv.com/Tk-6,2025-03-18T13:55:30.477,1,UC,OP10-085,"[DON!! x1] If you have 8 or more cards in your trash, this Character gains [Rush].",Black,Character,5,6000,Blackbeard Pirates;Dressrosa,,Strike,2.79,3.94,9.99,4.19,,Normal
620794,Tony Tony.Chopper (087),Tony TonyChopper 087,https://tcgplayer-cdn.tcgplayer.com/product/620794_200w.jpg,68,24068,https://cpt.tcgcsv.com/Vk-6,2025-03-18T13:55:40.313,1,UC,OP10-087,"[Activate: Main] <strong>You may rest this Character and 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand. Then, trash 2 cards from the top of your deck.",Black,Character,2,,Animal;Straw Hat Crew;Dressrosa,1000,Strike,3.44,5.18,24.01,5.01,,Normal
620795,Nami (088),Nami 088,https://tcgplayer-cdn.tcgplayer.com/product/620795_200w.jpg,68,24068,https://cpt.tcgcsv.com/Wk-6,2025-03-18T13:55:51.347,1,UC,OP10-088,"[Activate: Main] <strong>You may rest this Character and 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> Draw 1 card. Then, trash 2 cards from the top of your deck.",Black,Character,2,,Straw Hat Crew;Dressrosa,1000,Special,5.46,6.0,9.99,6.05,,Normal
620796,Nico Robin,Nico Robin,https://tcgplayer-cdn.tcgplayer.com/product/620796_200w.jpg,68,24068,https://cpt.tcgcsv.com/Xk-6,2025-03-18T13:56:01.52,1,C,OP10-089,,Black,Character,6,8000,Straw Hat Crew;Dressrosa,1000,Strike,7.0,9.22,24.99,9.69,,Normal
620797,Brook (091),Brook 091,https://tcgplayer-cdn.tcgplayer.com/product/620797_200w.jpg,68,24068,https://cpt.tcgcsv.com/Zk-6,2025-03-18T13:56:11.973,1,C,OP10-091,"[Activate: Main] <strong>You may rest this Character and 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> K.O. up to 1 of your opponent's Characters with a cost of 1 or less. Then, trash 2 cards from the top of your deck.",Black,Character,3,,Straw Hat Crew;Dressrosa,1000,Slash,3.15,3.88,9.99,4.58,,Normal
620798,Perona (092),Perona 092,https://tcgplayer-cdn.tcgplayer.com/product/620798_200w.jpg,68,24068,https://cpt.tcgcsv.com/-k-6,2025-03-18T13:56:21.583,1,C,OP10-092,"[Activate: Main] [Once Per Turn] <strong>You may place 2 ""Thriller Bark Pirates"" type cards from your trash at the bottom of your deck in any order:</strong> Up to 1 of your Characters other than [Perona] gains +2000 power during this turn.",Black,Character,4,5000,Thriller Bark Pirates,1000,Special,3.45,4.53,14.99,5.28,,Normal
620799,Saint Homing,Saint Homing,https://tcgplayer-cdn.tcgplayer.com/product/620799_200w.jpg,68,24068,https://cpt.tcgcsv.com/_k-6,2025-03-18T13:56:30.917,1,C,OP10-093,[Activate: Main] <strong>You may trash this Character:</strong> Up to 1 of your black Characters gains +3 cost until the end of your opponent's next turn.,Black,Character,1,,Celestial Dragons,1000,Wisdom,0.77,1.68,9.99,,,Normal
620800,Ryuma,Ryuma,https://tcgplayer-cdn.tcgplayer.com/product/620800_200w.jpg,68,24068,https://cpt.tcgcsv.com/0l-6,2025-03-18T13:56:40.5,1,UC,OP10-094,[DON!! x1] This Character gains [Double Attack].,Black,Character,4,6000,Land of Wano;Thriller Bark Pirates,,Slash,2.0,5.43,9.99,2.27,,Normal
620801,There's No Longer Any Need for the Seven Warlords of the Sea!!!,Theres No Longer Any Need for the Seven Warlords of the Sea,https://tcgplayer-cdn.tcgplayer.com/product/620801_200w.jpg,68,24068,https://cpt.tcgcsv.com/2l-6,2025-03-18T13:56:50.717,1,UC,OP10-096,"[Main] K.O. up to 1 of your opponent's ""The Seven Warlords of the Sea"" type Characters with a cost of 8 or less.<br>
<br>
[Trigger] K.O. up to 1 of your opponent's ""The Seven Warlords of the Sea"" type Characters with a cost of 4 or less.",Black,Event,4,,Navy,,,0.7,0.97,14.99,1.21,,Normal
